Words,Translation,All_mean_valence,All_std_valence,All_N_valence,All_mean_arousal,All_std_arousal,All_N_arousal,All_mean_power,All_std_power,All_N_power,All_mean_age_of_acquisition,All_std_age_of_acquisition,All_N_age_of_acquisition,Men_mean_valence,Men_std_valence,Men_N_valence,Men_mean_arousal,Men_std_arousal,Men_N_arousal,Men_mean_power,Men_std_power,Men_N_power,Men_mean_age_of_acquisition,Men_std_age_of_acquisition,Men_N_age_of_acquisition,Women_mean_valence,Women_std_valence,Women_N_valence,Women_mean_arousal,Women_std_arousal,Women_N_arousal,Women_mean_power,Women_std_power,Women_N_power,Women_mean_age_of_acquisition,Women_std_age_of_acquisition,Women_N_age_of_acquisition,Freq(Log10),Freq (1E6),Length,N (%),Grammatical category
arend,eagle,4.42,0.73,64,4.84,1.05,63,5.08,1.19,64,6.61,2.28,32,4.50,0.72,32,4.71,1.13,31,4.91,1.30,32,6.69,3.34,16,4.34,0.75,32,4.97,0.97,32,5.25,1.05,32,7.00,1.63,16,0.31,2.06,5,0.4,N
argwaan,suspicion,2.48,0.71,64,4.42,1.11,64,4.13,1.35,64,10.39,2.47,32,2.53,0.57,32,4.47,1.02,32,4.25,1.41,32,10.13,2.99,16,2.44,0.84,32,4.38,1.21,32,4.00,1.30,32,10.94,2.08,16,0.48,3.00,7,0.0,N
ark,ark,4.11,0.52,62,3.70,1.29,64,4.59,1.39,63,7.16,2.82,32,4.03,0.54,32,3.69,1.23,32,4.29,1.66,31,6.56,2.63,16,4.20,0.48,30,3.72,1.37,32,4.88,1.01,32,8.06,3.04,16,0.75,5.63,3,1.3,N
arm,arm,3.36,1.15,64,3.55,1.27,64,3.48,1.25,64,3.87,1.65,32,3.31,1.06,32,3.88,1.26,32,3.09,1.38,32,4.56,2.71,16,3.41,1.24,32,3.22,1.21,32,3.88,0.98,32,3.69,1.40,16,1.90,79.26,3,0.0,N
armoe,poverty,1.95,0.95,62,3.24,1.15,62,3.05,1.55,63,7.20,2.25,31,1.94,0.68,31,3.45,1.26,31,3.13,1.60,32,7.33,2.74,15,1.97,1.17,31,3.03,1.02,31,2.97,1.52,31,7.38,2.06,16,-0.12,0.75,5,2.7,N
armoede,poverty,1.89,0.86,64,3.36,1.29,64,2.75,1.57,64,7.16,1.55,32,1.97,0.78,32,3.50,1.46,32,2.91,1.63,32,7.56,2.06,16,1.81,0.93,32,3.22,1.10,32,2.59,1.52,32,7.13,1.63,16,0.73,5.35,7,0.0,N
armoedig,poor,2.09,0.77,64,3.16,0.93,64,2.72,1.28,64,8.03,2.20,32,2.28,0.81,32,3.09,0.89,32,2.63,1.13,32,7.94,2.54,16,1.91,0.69,32,3.22,0.97,32,2.81,1.42,32,8.38,2.03,16,-0.14,0.73,8,0.0,A
armzalig,poor,2.17,0.75,64,3.06,0.99,64,2.55,1.23,64,8.32,2.81,32,2.16,0.85,32,3.25,0.98,32,2.69,1.31,32,8.25,3.61,16,2.19,0.64,32,2.88,0.98,32,2.41,1.16,32,8.88,2.53,16,-0.04,0.91,8,0.0,A
arrest,arrest,2.45,0.83,64,4.77,1.27,64,5.00,1.08,63,9.48,3.11,32,2.72,0.81,32,5.03,1.09,32,5.09,0.89,32,9.94,3.59,16,2.19,0.78,32,4.50,1.39,32,4.90,1.25,31,9.25,2.65,16,1.06,11.55,6,0.4,N
arrogant,arrogant,2.27,0.90,64,5.02,1.03,64,4.91,1.49,64,9.29,2.42,32,2.44,0.98,32,5.03,1.06,32,4.75,1.52,32,9.38,3.12,16,2.09,0.78,32,5.00,1.02,32,5.06,1.46,32,9.44,1.71,16,0.88,7.57,8,0.0,A
artistiek,artistic,5.28,0.92,64,4.30,1.09,64,4.55,1.19,64,9.65,2.26,32,5.25,0.84,32,4.25,1.19,32,4.34,1.31,32,9.19,2.48,16,5.31,1.00,32,4.34,1.00,32,4.75,1.05,32,10.44,2.25,16,0.33,2.13,9,0.0,A
arts,physician,4.86,1.11,64,4.67,1.22,64,5.23,0.96,64,6.32,2.06,32,4.81,0.97,32,4.41,1.13,32,5.06,1.01,32,6.31,2.21,16,4.91,1.25,32,4.94,1.27,32,5.41,0.87,32,6.75,2.52,16,1.52,32.79,4,0.0,N
as,axis,3.00,0.97,63,2.75,1.30,64,3.28,1.30,64,7.45,2.22,32,3.25,0.76,32,2.88,1.39,32,3.22,1.18,32,7.50,2.37,16,2.74,1.09,31,2.63,1.21,32,3.34,1.43,32,7.56,2.16,16,1.19,15.39,2,0.0,N
asiel,asylum,2.83,1.05,64,4.08,1.28,64,3.41,1.12,64,8.00,2.79,32,2.81,0.90,32,4.13,1.24,32,3.53,1.16,32,7.69,3.53,16,2.84,1.19,32,4.03,1.33,32,3.28,1.08,32,8.63,2.06,16,0.69,4.87,5,0.0,N
asociaal,asocial,2.11,0.74,64,3.78,1.54,64,3.95,1.61,64,9.10,2.82,32,2.22,0.75,32,3.81,1.38,32,3.94,1.54,32,9.13,3.88,16,2.00,0.72,32,3.75,1.70,32,3.97,1.69,32,9.31,1.35,16,0.01,1.03,8,0.0,A
aspect,aspect,4.17,0.38,64,3.38,1.09,64,3.97,0.78,64,9.90,2.80,32,4.13,0.34,32,3.53,1.05,32,3.88,0.71,32,9.19,3.06,16,4.22,0.42,32,3.22,1.13,32,4.06,0.84,32,10.81,2.34,16,0.43,2.72,6,0.0,N
assertief,assertive,5.55,0.87,64,5.41,0.94,63,5.59,1.14,63,12.03,3.40,32,5.63,0.79,32,5.26,0.73,31,5.47,1.32,32,11.31,3.52,16,5.47,0.95,32,5.56,1.11,32,5.71,0.94,31,13.06,3.28,16,-0.28,0.53,9,0.9,A
astma,asthma,2.44,0.92,64,4.25,1.23,64,3.66,1.58,64,8.00,2.49,32,2.53,0.95,32,4.00,1.44,32,3.91,1.55,32,7.69,2.65,16,2.34,0.90,32,4.50,0.95,32,3.41,1.58,32,8.63,2.55,16,0.52,3.32,5,0.0,N
atlas,atlas,4.25,0.56,64,3.17,1.13,64,4.08,0.91,64,8.48,2.36,32,4.28,0.52,32,3.38,0.94,32,3.91,0.96,32,8.63,3.05,16,4.22,0.61,32,2.97,1.28,32,4.25,0.84,32,8.63,1.78,16,0.04,1.10,5,0.0,N
atleet,athlete,5.03,0.94,64,5.94,0.89,64,5.05,0.92,64,7.10,2.29,32,5.19,0.97,32,5.75,0.98,32,4.91,1.00,32,6.94,2.59,16,4.88,0.91,32,6.13,0.75,32,5.19,0.82,32,7.63,2.39,16,0.41,2.58,6,0.0,N
attent,thoughtful,5.80,0.80,64,4.39,1.14,64,4.47,1.23,64,9.29,2.36,32,5.59,0.80,32,4.53,1.08,32,4.25,1.19,32,9.13,2.92,16,6.00,0.76,32,4.25,1.19,32,4.69,1.26,32,9.75,1.95,16,0.85,7.07,6,0.0,A
aula,auditorium,4.16,0.76,64,3.75,1.21,64,4.22,1.05,64,12.03,7.43,32,4.19,0.82,32,3.53,0.92,32,4.00,1.22,32,12.81,9.89,16,4.13,0.71,32,3.97,1.43,32,4.44,0.80,32,11.19,3.35,16,-0.16,0.69,4,0.0,N
aura,aura,4.73,0.89,62,3.35,1.37,62,4.34,1.49,61,10.96,3.05,29,4.58,0.96,31,3.35,1.23,31,4.75,1.37,32,9.71,3.31,14,4.87,0.81,31,3.35,1.52,31,3.90,1.52,29,12.47,2.36,15,0.21,1.62,4,4.5,N
auto,car,4.53,0.96,64,4.84,1.18,64,4.72,0.97,64,3.71,1.49,32,4.44,0.95,32,4.84,1.11,32,4.53,0.95,32,4.13,1.82,16,4.63,0.98,32,4.84,1.27,32,4.91,0.96,32,3.50,1.26,16,2.66,458.00,4,0.0,N
autonomie,autonomy,5.22,0.95,64,4.35,1.46,63,5.55,0.94,64,11.65,3.64,32,5.19,0.74,32,4.32,1.40,31,5.28,0.96,32,11.63,4.06,16,5.25,1.14,32,4.38,1.54,32,5.81,0.86,32,11.94,3.34,16,-0.56,0.27,9,0.4,N
autononoom,autonomous,5.14,1.12,56,4.44,1.38,57,5.36,1.24,58,11.44,3.82,28,5.11,1.09,27,4.44,1.34,27,4.97,1.38,30,10.53,3.94,15,5.17,1.17,29,4.43,1.43,30,5.79,0.92,28,12.85,3.46,13,-0.46,0.34,10,11.2,A
autoritair,authoritarian,2.69,0.89,64,5.06,1.10,64,6.05,1.19,64,11.58,2.73,32,2.75,0.92,32,5.06,0.91,32,5.91,1.25,32,11.50,3.18,16,2.63,0.87,32,5.06,1.27,32,6.19,1.12,32,11.94,2.43,16,-0.56,0.27,10,0.0,A
autoriteit,authority,3.52,1.02,64,4.73,1.13,64,5.89,1.18,64,10.74,3.07,32,3.59,1.01,32,4.59,1.19,32,5.69,1.35,32,10.19,3.67,16,3.44,1.05,32,4.88,1.07,32,6.09,0.96,32,11.56,2.34,16,0.70,4.99,10,0.0,N
avond,evening,5.00,0.93,64,3.61,1.30,64,3.97,1.15,64,4.19,1.45,32,4.84,0.92,32,3.41,1.04,32,3.69,1.33,32,4.50,2.58,16,5.16,0.92,32,3.81,1.51,32,4.25,0.88,32,4.38,1.20,16,2.26,180.61,5,0.0,N
avontuurlijk,adventurous,5.69,0.79,64,5.86,1.05,63,5.27,1.17,64,7.10,2.09,32,5.59,0.76,32,5.74,0.93,31,5.03,1.33,32,7.63,2.70,16,5.78,0.83,32,5.97,1.15,32,5.50,0.95,32,6.94,1.84,16,0.19,1.53,12,0.4,A
azen,to prey,3.59,1.01,63,4.80,1.10,64,4.49,1.27,63,8.94,2.80,32,3.88,1.16,32,4.78,1.13,32,4.39,1.43,31,8.38,3.46,16,3.29,0.74,31,4.81,1.09,32,4.59,1.10,32,9.75,1.95,16,0.46,2.88,4,0.9,V
azijn,vinegar,3.20,0.88,64,3.67,1.33,64,4.36,1.26,64,6.81,2.30,32,3.16,0.95,32,4.00,1.32,32,4.13,1.62,32,7.00,3.14,16,3.25,0.80,32,3.34,1.29,32,4.59,0.71,32,7.06,2.02,16,0.23,1.69,5,0.0,N
baai,bay,4.55,0.82,64,3.27,1.20,64,4.08,1.15,64,8.45,2.58,32,4.50,0.80,32,3.47,1.08,32,3.78,1.31,32,8.00,2.78,16,4.59,0.84,32,3.06,1.29,32,4.38,0.87,32,9.13,2.39,16,0.65,4.50,4,0.0,N
baan,job,4.70,0.97,64,4.30,1.27,64,4.22,1.09,64,6.23,2.23,32,4.50,0.76,32,4.50,1.11,32,4.03,1.20,32,6.25,2.67,16,4.91,1.12,32,4.09,1.40,32,4.41,0.95,32,6.50,2.07,16,2.20,158.45,4,0.0,N
baard,beard,4.06,0.97,64,3.17,1.12,64,4.17,1.12,64,5.00,1.57,32,4.22,1.13,32,3.38,0.98,32,4.25,1.22,32,5.94,2.17,16,3.91,0.78,32,2.97,1.23,32,4.09,1.03,32,4.44,1.15,16,1.07,11.64,5,0.0,N
baars,perch,3.92,0.73,62,3.89,1.12,62,3.60,1.10,63,8.00,2.92,29,4.10,0.70,31,4.00,0.77,31,3.52,1.12,31,8.07,3.86,15,3.74,0.73,31,3.77,1.38,31,3.69,1.09,32,8.21,1.67,14,0.03,1.07,5,3.6,N
baas,boss,3.73,0.90,64,4.92,1.01,64,5.67,1.18,64,5.45,1.84,32,3.59,0.98,32,4.91,0.89,32,5.44,1.39,32,5.56,2.61,16,3.88,0.79,32,4.94,1.13,32,5.91,0.89,32,5.69,1.40,16,2.22,167.21,4,0.0,N
baat,benefit,4.84,0.72,64,3.80,1.03,64,4.33,1.04,64,9.37,3.59,31,4.84,0.77,32,3.84,0.99,32,4.09,1.12,32,8.94,3.97,16,4.84,0.68,32,3.75,1.08,32,4.56,0.91,32,10.13,3.23,15,0.39,2.47,4,0.4,N
baby,baby,5.45,1.05,64,4.64,1.30,64,2.72,1.39,64,4.16,1.71,32,5.00,1.08,32,4.28,1.25,32,2.69,1.26,32,5.00,1.86,16,5.91,0.82,32,5.00,1.27,32,2.75,1.52,32,3.56,1.50,16,2.18,151.80,4,0.0,N
bacon,bacon,4.49,1.00,63,3.56,1.22,64,3.92,1.04,63,9.06,2.87,32,4.69,0.90,32,3.91,0.86,32,3.78,1.18,32,8.44,3.29,16,4.29,1.07,31,3.22,1.43,32,4.06,0.85,31,10.06,2.57,16,0.58,3.80,5,0.9,N
bad,bath,4.81,0.97,64,2.75,1.22,64,3.83,1.06,64,3.71,1.42,32,4.69,1.00,32,3.06,1.16,32,3.81,1.28,32,4.06,1.95,16,4.94,0.95,32,2.44,1.22,32,3.84,0.81,32,3.69,1.40,16,1.63,42.58,3,0.0,N
bak,container,3.84,0.72,64,3.39,1.24,64,3.77,1.09,64,5.06,1.67,32,3.84,0.77,32,3.75,1.08,32,3.81,1.33,32,5.44,2.03,16,3.84,0.68,32,3.03,1.31,32,3.72,0.81,32,4.88,1.36,16,1.60,39.77,3,0.0,N
baken,beacon,4.22,0.77,58,3.67,1.09,57,4.34,1.34,62,9.63,3.15,27,4.40,0.77,30,3.82,0.90,28,4.06,1.55,31,9.14,3.51,14,4.04,0.74,28,3.52,1.24,29,4.61,1.05,31,10.15,2.76,13,0.64,4.34,5,8.5,N
bakken,to bake,4.78,0.86,64,4.56,1.10,63,3.97,1.04,64,5.58,2.05,32,4.69,0.74,32,4.55,1.18,31,3.84,1.17,32,6.44,1.67,16,4.88,0.98,32,4.56,1.05,32,4.09,0.89,32,4.94,2.26,16,1.07,11.85,6,0.4,V
bakker,baker,4.77,0.83,64,4.59,1.14,63,3.86,1.02,64,4.61,1.75,32,4.66,0.79,32,4.45,1.26,31,3.56,1.11,32,5.19,2.20,16,4.88,0.87,32,4.72,1.02,32,4.16,0.85,32,4.38,1.67,16,0.60,4.00,6,0.4,N
bal,ball,4.58,0.73,64,4.53,1.31,64,3.80,1.01,64,3.39,1.15,32,4.53,0.76,32,4.44,1.22,32,3.81,0.86,32,3.50,1.41,16,4.63,0.71,32,4.63,1.41,32,3.78,1.16,32,3.38,0.89,16,1.91,80.63,3,0.0,N
balans,balance,5.09,0.87,64,3.52,1.02,64,4.34,1.06,64,8.87,2.87,32,4.94,0.88,32,3.69,1.03,32,4.03,1.18,32,8.63,2.94,16,5.25,0.84,32,3.34,1.00,32,4.66,0.83,32,9.31,2.87,16,0.99,9.70,6,0.0,N
balen,to be fed up,2.58,0.71,64,3.98,1.30,64,3.52,1.18,64,8.65,2.04,32,2.53,0.80,32,3.88,1.31,32,3.41,1.10,32,8.38,2.31,16,2.63,0.61,32,4.09,1.30,32,3.63,1.26,32,9.13,1.86,16,0.63,4.25,5,0.0,V
balie,bar,4.16,0.57,64,3.63,1.24,64,3.81,0.85,64,7.90,2.99,32,4.06,0.62,32,3.63,1.16,32,3.56,0.91,32,7.44,3.12,16,4.25,0.51,32,3.63,1.34,32,4.06,0.72,32,8.63,2.92,16,0.64,4.41,5,0.0,N
balk,beam,4.00,0.36,64,3.09,1.24,64,4.27,1.12,64,6.42,1.78,32,4.00,0.25,32,3.41,1.13,32,4.06,1.32,32,6.50,2.10,16,4.00,0.44,32,2.78,1.29,32,4.47,0.84,32,6.63,1.82,16,0.26,1.81,4,0.0,N
balkon,balcony,4.81,0.81,64,2.97,1.14,63,3.98,0.97,64,6.19,2.33,32,4.69,0.74,32,3.03,0.95,31,3.78,1.01,32,6.75,2.82,16,4.94,0.88,32,2.91,1.30,32,4.19,0.90,32,6.00,2.19,16,0.82,6.63,6,0.4,N
ballon,balloon,4.97,0.82,64,3.55,1.32,64,3.19,1.33,64,3.97,1.49,32,4.81,0.82,32,3.63,1.18,32,3.22,1.29,32,4.69,2.33,16,5.13,0.79,32,3.47,1.46,32,3.16,1.39,32,3.69,1.30,16,0.72,5.28,6,0.0,N
balpen,pen,4.25,0.53,64,3.38,1.34,64,3.69,1.15,64,5.77,1.59,32,4.16,0.45,32,3.56,1.24,32,3.41,1.16,32,6.19,1.87,16,4.34,0.60,32,3.19,1.42,32,3.97,1.09,32,5.75,1.98,16,-0.23,0.59,6,0.0,N
balsem,balsam,4.44,0.94,64,2.83,1.12,64,3.67,1.10,64,8.35,3.23,32,4.16,0.92,32,3.25,1.08,32,3.47,1.14,32,9.13,3.67,16,4.72,0.89,32,2.41,1.01,32,3.88,1.04,32,7.94,2.95,16,-0.46,0.34,6,0.0,N
bamboe,bamboo,4.55,0.71,64,3.03,1.14,64,4.28,1.35,64,7.26,2.14,32,4.56,0.72,32,3.09,0.93,32,3.91,1.44,32,7.50,2.68,16,4.53,0.72,32,2.97,1.33,32,4.66,1.15,32,7.38,2.03,16,-0.16,0.69,6,0.0,N
banaal,banal,3.08,0.89,62,3.40,1.39,63,3.33,1.32,60,11.31,2.97,30,3.13,0.91,32,3.65,1.33,31,3.35,1.33,31,10.94,3.36,16,3.03,0.89,30,3.16,1.42,32,3.31,1.34,29,12.00,2.51,14,0.08,1.19,6,4.0,N
band,band,4.72,0.97,64,3.97,1.18,64,4.17,1.23,64,5.74,2.11,32,4.56,0.95,32,3.97,1.12,32,4.00,1.34,32,6.19,2.88,16,4.88,0.98,32,3.97,1.26,32,4.34,1.10,32,5.69,1.74,16,1.90,79.28,4,0.0,N
bandiet,bandit,2.52,0.96,64,5.34,0.89,64,4.72,1.49,64,6.48,2.11,32,2.75,1.02,32,5.16,0.88,32,4.91,1.42,32,6.31,2.63,16,2.28,0.85,32,5.53,0.88,32,4.53,1.54,32,7.13,2.31,16,0.67,4.67,7,0.0,N
bangerik,coward,2.53,0.67,64,3.75,1.55,64,2.30,1.24,64,6.23,1.67,32,2.44,0.67,32,3.53,1.41,32,2.50,1.30,32,6.44,2.53,16,2.63,0.66,32,3.97,1.67,32,2.09,1.17,32,6.44,1.46,16,-0.01,0.98,8,0.0,N
banjo,banjo,4.56,0.80,63,4.11,1.27,64,3.52,1.16,61,9.27,2.84,31,4.56,0.91,32,4.13,1.07,32,3.48,1.31,31,8.44,2.99,16,4.55,0.68,31,4.09,1.47,32,3.57,1.01,30,10.40,2.44,15,0.21,1.62,5,2.2,N
bank,bank,4.28,0.77,64,2.97,1.17,64,4.41,0.95,64,5.03,2.18,32,4.06,0.67,32,3.09,1.12,32,4.19,1.03,32,5.63,2.83,16,4.50,0.80,32,2.84,1.22,32,4.63,0.83,32,4.81,1.87,16,1.96,91.91,4,0.0,N
bankroet,bankrupt,1.92,1.01,64,3.55,1.66,64,3.14,1.80,63,9.06,2.78,32,2.00,0.98,32,4.00,1.63,32,3.47,1.76,32,8.56,3.60,16,1.84,1.05,32,3.09,1.59,32,2.81,1.82,31,9.94,1.95,16,0.40,2.54,8,0.4,N
bannen,to eliminate,2.81,0.69,64,4.52,1.13,64,4.62,1.25,60,8.90,2.53,32,2.78,0.71,32,4.59,1.07,32,4.46,1.23,28,8.50,3.01,16,2.84,0.68,32,4.44,1.19,32,4.75,1.27,32,9.63,2.19,16,-0.08,0.82,6,1.8,V
bar,bar,4.63,0.98,64,4.48,1.33,63,4.09,0.94,64,7.81,2.39,32,4.63,0.98,32,4.35,1.20,31,4.06,0.98,32,7.75,2.84,16,4.63,1.01,32,4.59,1.46,32,4.13,0.91,32,8.19,2.23,16,1.73,53.83,3,0.4,N
barak,barracks,3.31,0.89,61,3.53,1.30,62,3.89,1.21,63,9.22,2.86,28,3.44,0.84,32,4.00,1.32,32,3.84,1.32,31,8.79,3.75,14,3.17,0.93,29,3.03,1.10,30,3.94,1.11,32,10.14,2.18,14,0.55,3.54,5,4.5,N
barbaar,barbarian,2.34,0.78,64,5.08,1.06,64,5.02,1.47,64,9.26,2.65,32,2.34,0.79,32,5.06,1.24,32,5.09,1.53,32,9.00,2.92,16,2.34,0.79,32,5.09,0.86,32,4.94,1.44,32,9.88,2.68,16,0.31,2.04,7,0.0,N
baren,to bear,4.47,1.15,64,5.53,1.22,64,4.64,1.29,64,9.16,2.76,32,4.38,1.16,32,5.28,1.40,32,4.44,1.46,32,9.56,3.16,16,4.56,1.16,32,5.78,0.97,32,4.84,1.08,32,9.13,2.70,16,0.58,3.84,5,0.0,V
barok,baroque,4.38,0.81,64,3.56,1.26,61,4.21,1.17,63,11.67,2.82,31,4.34,0.79,32,3.72,1.13,29,4.41,1.16,32,11.19,3.58,16,4.41,0.84,32,3.41,1.36,32,4.00,1.15,31,12.47,1.77,15,-0.69,0.21,5,2.2,A
baron,baron,4.06,0.87,64,3.68,1.10,63,5.16,0.93,64,8.26,2.54,32,3.91,0.82,32,3.87,0.96,31,5.19,0.82,32,8.38,2.66,16,4.22,0.91,32,3.50,1.22,32,5.13,1.04,32,8.50,2.83,16,0.89,7.68,5,0.4,N
bars,stern,3.29,1.09,52,4.04,1.15,51,4.10,0.98,49,10.08,3.40,24,3.22,1.04,23,3.96,1.07,23,4.00,0.90,23,9.14,3.84,14,3.34,1.14,29,4.11,1.23,28,4.19,1.06,26,11.40,2.22,10,0.43,2.70,4,21.1,A
barst,crack,2.92,0.65,64,4.22,1.13,64,3.86,1.21,64,6.45,2.10,32,3.00,0.51,32,4.06,1.11,32,3.94,1.13,32,6.56,2.63,16,2.84,0.77,32,4.38,1.16,32,3.78,1.29,32,6.69,1.96,16,1.07,11.87,5,0.0,N
barsten,to burst,2.92,0.86,64,5.05,1.13,64,3.75,1.32,64,7.00,2.48,32,2.91,0.64,32,4.81,1.09,32,3.84,1.35,32,7.19,2.93,16,2.94,1.05,32,5.28,1.14,32,3.66,1.31,32,7.13,2.31,16,0.81,6.49,7,0.0,V
bas,bass,4.45,0.85,64,3.73,1.36,62,4.50,1.27,64,8.63,2.71,31,4.59,1.01,32,3.97,1.22,30,4.44,1.54,32,7.87,2.36,15,4.31,0.64,32,3.50,1.46,32,4.56,0.95,32,9.56,2.87,16,0.28,1.92,3,1.3,N
basketbal,basketball,4.80,0.96,64,5.48,0.93,64,4.22,0.98,64,5.87,1.77,32,4.78,0.97,32,5.44,0.91,32,3.97,1.15,32,6.13,1.96,16,4.81,0.97,32,5.53,0.95,32,4.47,0.72,32,5.88,1.86,16,0.94,8.80,9,0.0,N
bast,bark,4.06,0.74,50,3.27,1.24,52,4.36,0.97,55,8.67,3.16,25,4.08,0.86,25,3.74,1.23,27,4.55,1.06,29,9.00,4.26,13,4.04,0.61,25,2.76,1.05,25,4.15,0.83,26,8.75,1.86,12,-0.44,0.37,4,18.8,N
bastaard,bastard,2.72,0.83,64,4.21,1.19,63,3.98,1.37,63,10.42,2.71,32,2.69,0.74,32,4.48,1.26,31,3.75,1.46,32,10.19,3.43,16,2.75,0.92,32,3.94,1.08,32,4.23,1.26,31,11.00,2.13,16,0.84,7.00,8,0.9,N
baten,to benefit,4.82,0.78,62,4.14,0.91,63,4.35,1.08,63,9.57,2.98,31,4.72,0.85,32,4.03,1.02,31,3.97,1.17,31,9.13,3.50,16,4.93,0.69,30,4.25,0.80,32,4.72,0.85,32,10.40,2.53,15,-0.32,0.48,5,2.2,V
bazaar,bazaar,4.07,1.01,61,4.50,1.32,64,3.86,0.96,63,9.58,2.85,32,4.06,1.11,32,4.59,1.01,32,3.81,1.03,32,9.13,2.83,16,4.07,0.92,29,4.41,1.58,32,3.90,0.91,31,10.31,2.96,16,0.03,1.07,6,1.8,N
bazig,bossy,2.50,0.64,64,5.38,0.86,64,5.39,1.19,64,7.13,2.14,32,2.56,0.67,32,5.28,1.05,32,5.19,1.31,32,7.88,2.94,16,2.44,0.62,32,5.47,0.62,32,5.59,1.04,32,6.75,1.44,16,0.12,1.33,5,0.0,A
bazooka,bazooka,2.65,1.13,60,5.84,1.31,61,5.87,1.23,62,9.61,2.99,29,2.84,1.05,32,5.88,1.34,32,5.88,1.13,32,8.63,3.24,16,2.43,1.20,28,5.79,1.29,29,5.87,1.36,30,11.15,2.15,13,0.11,1.28,7,5.4,N
bed,bed,5.11,0.94,64,2.34,1.29,64,3.88,0.95,64,3.19,1.25,32,5.06,0.91,32,2.50,1.37,32,3.56,1.01,32,3.25,1.57,16,5.16,0.99,32,2.19,1.20,32,4.19,0.78,32,3.38,1.26,16,2.38,239.93,3,0.0,N
bedaard,calm,4.40,0.91,63,2.70,0.98,63,3.53,1.15,64,8.87,3.33,32,4.47,0.76,32,2.78,0.94,32,3.50,1.22,32,8.44,3.86,16,4.32,1.05,31,2.61,1.02,31,3.56,1.11,32,9.56,2.78,16,-0.28,0.53,7,0.9,A
bede,entreaty,4.02,0.89,60,3.40,1.11,58,3.27,1.04,56,9.21,2.53,28,3.90,0.80,30,3.52,0.93,31,3.12,1.03,26,8.64,2.73,14,4.13,0.97,30,3.26,1.29,27,3.40,1.04,30,9.79,2.26,14,-0.53,0.30,4,9.4,N
bedeesd,timid,3.48,0.90,62,2.64,1.02,61,2.79,1.16,62,9.63,2.97,31,3.27,0.83,30,2.97,1.12,29,2.87,1.15,31,9.13,3.70,16,3.69,0.93,32,2.34,0.83,32,2.71,1.19,31,10.47,1.96,15,-0.46,0.34,7,3.6,A
bedelaar,beggar,2.45,0.78,64,3.42,1.29,64,2.34,1.28,64,7.42,2.16,32,2.47,0.72,32,3.56,1.32,32,2.31,1.35,32,7.94,3.02,16,2.44,0.84,32,3.28,1.28,32,2.38,1.21,32,7.31,1.66,16,0.40,2.54,8,0.0,N
bedreiging,threat,2.13,0.79,64,5.53,1.14,64,5.28,1.30,64,8.32,2.30,32,2.31,0.69,32,5.44,1.16,32,5.09,1.44,32,8.25,3.09,16,1.94,0.84,32,5.63,1.13,32,5.47,1.14,32,8.75,1.73,16,1.24,17.43,10,0.0,N
bedreven,proficient,5.38,0.85,64,5.17,1.06,63,5.30,0.94,64,9.58,2.87,32,5.28,0.89,32,5.03,1.28,31,5.06,1.01,32,9.13,3.44,16,5.47,0.80,32,5.31,0.78,32,5.53,0.80,32,10.31,2.27,16,0.50,3.16,8,0.4,A
bedrieglijk,deceptive,2.27,0.65,64,4.42,1.19,64,4.00,1.53,64,8.77,2.59,32,2.31,0.69,32,4.41,1.13,32,4.19,1.51,32,8.44,2.85,16,2.22,0.61,32,4.44,1.27,32,3.81,1.55,32,9.44,2.56,16,-0.12,0.75,11,0.0,A
bedrijvig,active,4.95,0.87,63,5.56,0.81,64,4.92,0.91,64,9.87,2.45,31,4.88,0.94,32,5.41,0.84,32,4.56,0.91,32,9.47,2.67,15,5.03,0.80,31,5.72,0.77,32,5.28,0.77,32,10.25,2.24,16,-1.04,0.09,9,0.4,A
bedroefd,sad,2.28,0.77,64,3.36,1.30,64,3.14,1.17,64,6.97,2.69,32,2.38,0.79,32,3.31,1.38,32,3.22,1.29,32,7.31,3.07,16,2.19,0.74,32,3.41,1.24,32,3.06,1.05,32,6.94,2.57,16,0.73,5.40,8,0.0,A
bedroefdheid,sadness,2.27,0.76,64,3.28,1.20,64,3.16,1.28,64,8.03,2.59,32,2.38,0.79,32,3.28,1.22,32,3.25,1.30,32,8.06,3.04,16,2.16,0.72,32,3.28,1.20,32,3.06,1.27,32,8.38,2.53,16,-0.94,0.11,12,0.0,N
bedrog,deception,1.91,0.77,64,4.97,1.13,64,4.14,1.67,64,8.19,2.41,32,2.06,0.72,32,5.03,1.06,32,4.38,1.60,32,8.25,2.77,16,1.75,0.80,32,4.91,1.20,32,3.91,1.73,32,8.44,2.34,16,0.98,9.60,6,0.0,N
beek,brook,4.53,0.76,64,3.25,1.22,63,3.57,1.10,63,6.23,2.16,32,4.50,0.76,32,3.16,1.19,31,3.59,1.24,32,6.44,2.68,16,4.56,0.76,32,3.34,1.26,32,3.55,0.96,31,6.44,2.25,16,0.54,3.43,4,0.9,N
beeld,image,4.41,0.71,64,3.25,1.44,64,4.33,0.96,64,5.77,1.84,32,4.31,0.59,32,3.53,1.22,32,3.94,0.98,32,5.81,2.59,16,4.50,0.80,32,2.97,1.60,32,4.72,0.77,32,6.13,1.59,16,1.60,40.06,5,0.0,N
